doc_id,site,url,title,date,raw_path,clean_path,n_chars,kw_hit,sim_max
4ec33cb6cad08b36af642e00016389430bcd54e0,kremlin,http://en.kremlin.ru/events/president/news/68363,Greetings to leaders and citizens of foreign states on 77th anniversary of Victory in Great Patriotic War • President of Russia,2022-05-08,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/4ec33cb6cad08b36af642e00016389430bcd54e0.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/4ec33cb6cad08b36af642e00016389430bcd54e0.txt,2224,True,0.42620814
79e45a55a3ee7a9566dd8cbb12512eb3d32f5776,kremlin,http://en.kremlin.ru/events/president/news/73126,Meeting with Defence Minister Sergei Shoigu • President of Russia,2023-12-25,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/79e45a55a3ee7a9566dd8cbb12512eb3d32f5776.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/79e45a55a3ee7a9566dd8cbb12512eb3d32f5776.txt,3483,True,0.42550367
b78248465acf36dfe7dfbd0679bac3a944a0b7e6,kremlin,http://en.kremlin.ru/events/president/news/70315,New Year Address to the Nation • President of Russia,2022-12-31,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/b78248465acf36dfe7dfbd0679bac3a944a0b7e6.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/b78248465acf36dfe7dfbd0679bac3a944a0b7e6.txt,6930,True,0.42535654
e4646788b0974c0e4c2d94e3ad3a98bd6e620d34,kremlin,http://en.kremlin.ru/events/president/news/69470,People’s Choice: Together Forever concert rally • President of Russia,2022-09-30,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/e4646788b0974c0e4c2d94e3ad3a98bd6e620d34.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/e4646788b0974c0e4c2d94e3ad3a98bd6e620d34.txt,3755,True,0.42494333
14274211c5d78bc4b190730cbbee86a07628ebab,kremlin,http://en.kremlin.ru/events/president/news/72669,Greetings to the Peoples of Russia national forum • President of Russia,2023-11-03,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/14274211c5d78bc4b190730cbbee86a07628ebab.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/14274211c5d78bc4b190730cbbee86a07628ebab.txt,1405,True,0.4247878
004196491e12f98563d6947187741806af1778b3,kremlin,http://en.kremlin.ru/events/president/news/68833,Greetings to 80th Guard Red Banner Tank Regiment command and personnel • President of Russia,2022-07-06,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/004196491e12f98563d6947187741806af1778b3.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/004196491e12f98563d6947187741806af1778b3.txt,987,True,0.4245672
b2238c7f7601166931353b40fc477c3c1c4037f8,kremlin,http://en.kremlin.ru/events/president/news/71165,Meeting of the Council for Interethnic Relations • President of Russia,2023-05-19,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/b2238c7f7601166931353b40fc477c3c1c4037f8.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/b2238c7f7601166931353b40fc477c3c1c4037f8.txt,16888,True,0.42446914
656cdf98d7dbbd41d6b927e8ebf6dc842442666a,kremlin,http://en.kremlin.ru/events/president/news/73200,New Year Address to the Nation • President of Russia,2023-12-31,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/656cdf98d7dbbd41d6b927e8ebf6dc842442666a.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/656cdf98d7dbbd41d6b927e8ebf6dc842442666a.txt,3068,True,0.42292264
dcbf42d5b372d3062cc7a79e981b4e3c367a3d4f,kremlin,http://en.kremlin.ru/events/president/news/69681,Meeting with heads of CIS security and intelligence agencies • President of Russia,2022-10-26,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/dcbf42d5b372d3062cc7a79e981b4e3c367a3d4f.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/dcbf42d5b372d3062cc7a79e981b4e3c367a3d4f.txt,6974,True,0.42242262
907e3ae6f6c60c72372f15e6f4fd68dc5ed3081b,kremlin,http://en.kremlin.ru/events/president/news/75204,"Address on Day of Reunification of the Donetsk People’s Republic, Lugansk People’s Republic and the Zaporozhye and Kherson regions with Russia • President of Russia",2024-09-30,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/raw/kremlin/907e3ae6f6c60c72372f15e6f4fd68dc5ed3081b.html,/Users/kotaroyonemaru/Desktop/batumi/project_batumi/corpus/data/clean/kremlin/907e3ae6f6c60c72372f15e6f4fd68dc5ed3081b.txt,3825,True,0.4217013
