doc_id,site,url,title,date,raw_path,clean_path,n_chars,year,month,quarter
8689f9cb2167ed835a33e3b75604a9f7f63dfb8b,mfa_georgia,https://mfa.gov.ge/en/news/230314-sagareo-saqmeta-ministri-maka-botchorishvili-saberdznetis-sagareo-saqmeta-ministrs-giorgos-gerapetri,The Georgian Foreign Minister has met with her Greek Counterpart Giorgos Gerapetritis | Ministry of Foreign Affairs of Georgia,2023-03-14,,data/clean/georgia/mfa_georgia/8689f9cb2167ed835a33e3b75604a9f7f63dfb8b.txt,933.0,2023,3,2023Q1
1e879d1c86af2ab36337bc9ec741be43f84c663c,mfa_georgia,https://mfa.gov.ge/en/news/230320-ashsh-is-vice-prezidenti-saqartvelos-oficialuri-vi,​U.S. Vice President Mike Pence to Travel Georgia | Ministry of Foreign Affairs of Georgia,2023-03-20,,data/clean/georgia/mfa_georgia/1e879d1c86af2ab36337bc9ec741be43f84c663c.txt,530.0,2023,3,2023Q1
1ad98616b3856d0c710eba36d3dabcfc40b492e9,mfa_georgia,https://mfa.gov.ge/en/news/230910-davit-zalkalianis-shefasebit-provokaciuli-ganckhad,"Provocative statements were aimed at causing Russia’s reaction, the government’s steps were aimed at preventing it | Ministry of Foreign Affairs of Georgia",2023-09-10,,data/clean/georgia/mfa_georgia/1ad98616b3856d0c710eba36d3dabcfc40b492e9.txt,1290.0,2023,9,2023Q3
6f4dad1382030171e86d59f9fda2ee5e9581e3aa,mfa_georgia,https://mfa.gov.ge/en/news/230973-teimuraz-janjalia-avstriis-saparlamento-delegatsias-shekhvda,Teimuraz Janjalia has met with Austrian Parliamentary Delegation | Ministry of Foreign Affairs of Georgia,2024-07-19,,data/clean/georgia/mfa_georgia/6f4dad1382030171e86d59f9fda2ee5e9581e3aa.txt,1528.0,2024,7,2024Q3
ee8a43f865793d9e460c62e30d4b695cca7a0152,mfa_georgia,https://mfa.gov.ge/en/news/232455-sagareo-saqmeta-ministris-moadgilem-irlandiel-kole,The Deputy Foreign Minister has discussed with his Irish counterpart current issues relating to Georgia-EU relations | Ministry of Foreign Affairs of Georgia,2022-06-11,,data/clean/georgia/mfa_georgia/ee8a43f865793d9e460c62e30d4b695cca7a0152.txt,3359.0,2022,6,2022Q2
1e5fff2b5e8785e76d7356b522b13bc72ce1cdf9,mfa_georgia,https://mfa.gov.ge/en/news/233018-premier-ministrma-irakli-kobakhidzem-sagareo-saqmeta-saministros-tanamshromlebs-akhladdanishnuli-min,"Prime Minister Irakli Kobakhidze has introduced the newly appointed Foreign Minister, Maka Botchorishvili, to the Ministry’s team | Ministry of Foreign Affairs of Georgia",2024-12-02,,data/clean/georgia/mfa_georgia/1e5fff2b5e8785e76d7356b522b13bc72ce1cdf9.txt,1890.0,2024,12,2024Q4
e3465c2a0502bd67dcf1fb42c5f4672ee0f955d7,mfa_georgia,https://mfa.gov.ge/en/news/233755-ilia-darchiashvili-irlandiis-diasporis-ministrs-shon-phlemings-shekhvda,"Ilia Darchiashvili has met with the Minister for Diaspora of Ireland, Seán Fleming | Ministry of Foreign Affairs of Georgia",2023-09-14,,data/clean/georgia/mfa_georgia/e3465c2a0502bd67dcf1fb42c5f4672ee0f955d7.txt,1184.0,2023,9,2023Q3
d12aa63bb942bc8f4077ac59fdf180e2109742ee,mfa_georgia,https://mfa.gov.ge/en/news/233986-saqartvelos-moqalaqeebistvis-chinetis-sakhalkho-respublikashi-uvizo-mimosvlis-shesakheb-shetankhmebi,"Following the implementation of the visa-free travel agreement for Georgian citizens to the People's Republic of China, the first direct flight from Tbilisi to Urumqi took place, transporting the first group of visa-free passengers | Ministry of Foreign Affairs of Georgia",2024-05-30,,data/clean/georgia/mfa_georgia/d12aa63bb942bc8f4077ac59fdf180e2109742ee.txt,750.0,2024,5,2024Q2
bb00ae724fbc71094730174952304456e069e6bb,mfa_georgia,https://mfa.gov.ge/en/news/235347-saqartvelos-sagareo-saqmeta-saministros-gantskhadeba-okupirebul-tskhinvalis-regionshi-chatarebuli-uk,The Statement of the Ministry of Foreign Affairs of Georgia Concerning the Illegal So-called Parliamentary Elections held in the Occupied Tskhinvali Region | Ministry of Foreign Affairs of Georgia,2024-06-09,,data/clean/georgia/mfa_georgia/bb00ae724fbc71094730174952304456e069e6bb.txt,1133.0,2024,6,2024Q2
f6b41809168dffd4c0a6286988a9d7de2551d1e2,mfa_georgia,https://mfa.gov.ge/en/news/235745-lasha-darsaliam-niderlandebis-samephos-erovnuli-dghisadmi-midzghvnil-ghonisdziebashi-miigho-monatsil,Lasha Darsalia participates in the event dedicated to the National Day of the Kingdom of the Netherlands | Ministry of Foreign Affairs of Georgia,2023-04-28,,data/clean/georgia/mfa_georgia/f6b41809168dffd4c0a6286988a9d7de2551d1e2.txt,2382.0,2023,4,2023Q2
88472b782c1c5473b64f64d50a73386b93868904,mfa_georgia,https://mfa.gov.ge/en/news/235771-teimuraz-janjaliam-shekhvedra-gamarta-phinetis-ekonomikur-saqmeta-da-dasaqmebis-ministrtan,Teimuraz Janjalia has held a meeting with the Minister of Economic Affairs and Employment of Finland | Ministry of Foreign Affairs of Georgia,2023-11-01,,data/clean/georgia/mfa_georgia/88472b782c1c5473b64f64d50a73386b93868904.txt,1832.0,2023,11,2023Q4
657ab1b962f90803917055a5eb5565633664ebbb,mfa_georgia,https://mfa.gov.ge/en/news/237135-sagareo-saqmeta-ministris-pirveli-moadgilis-lasha-darsalias-shekhvedra-saqartveloshi-gaero-s-bavshvt,"Meeting of the First Deputy Minister of Foreign Affairs, Lasha Darsalia with the UNICEF’s Representative in Georgia Jesper Moller  | Ministry of Foreign Affairs of Georgia",2024-02-19,,data/clean/georgia/mfa_georgia/657ab1b962f90803917055a5eb5565633664ebbb.txt,516.0,2024,2,2024Q1
bd6233b8b9f7b006d293ce4fc07a7a8cd1274db0,mfa_georgia,https://mfa.gov.ge/en/news/238966-aleqsandre-khvtisiashvilma-kambojis-sagareo-saqmeta-da-saertashoriso-tanamshromlobis-saministros-sak,Aleksandre Khvtisiashvili has held a virtual meeting with the State Secretary of the Ministry of Foreign Affairs and International Cooperation of Cambodia | Ministry of Foreign Affairs of Georgia,2024-02-02,,data/clean/georgia/mfa_georgia/bd6233b8b9f7b006d293ce4fc07a7a8cd1274db0.txt,1179.0,2024,2,2024Q1
67c24951d3457c1ee3d936350cffb9cd7b97d49a,mfa_georgia,https://mfa.gov.ge/en/news/239366-aleqsandre-khvtisiashvilma-saqartveloshi-pakistanis-elchtan-gamosamshvidobebeli-shekhvedra-gamarta,Aleksandre Khvtisiashvili has held a Farewell Meeting with Pakistan Ambassador to Georgia | Ministry of Foreign Affairs of Georgia,2024-06-10,,data/clean/georgia/mfa_georgia/67c24951d3457c1ee3d936350cffb9cd7b97d49a.txt,895.0,2024,6,2024Q2
005bc2c823a8cc5fb971ffc77e89a8547b64bdb6,mfa_georgia,https://mfa.gov.ge/en/news/240153-teimuraz-janjaliam-monatsileoba-miigho-suam-is-tsevri-qveknebis-erovnuli-koordinatorebis-sabtchos-sk,Teimuraz Janjalia has participated in the session of the GUAM Council of National Coordinators  | Ministry of Foreign Affairs of Georgia,2024-09-18,,data/clean/georgia/mfa_georgia/005bc2c823a8cc5fb971ffc77e89a8547b64bdb6.txt,1368.0,2024,9,2024Q3
c5b3583d7dfb4398d4314f0ca265ca079e34b3a8,mfa_georgia,https://mfa.gov.ge/en/news/241128-teimuraz-janjaliam-aghmosavlet-partniorobis-maghali-rangis-tanamdebobis-pirta-shekhvedrashi-miigho-monatsileoba,Teimuraz Janjalia has participated  in the Senior Official Meetings (SOM) held in Brussels | Ministry of Foreign Affairs of Georgia,2024-11-28,,data/clean/georgia/mfa_georgia/c5b3583d7dfb4398d4314f0ca265ca079e34b3a8.txt,1990.0,2024,11,2024Q4
6893f891bb3898367c02a1581e4685895bbe33f6,mfa_georgia,https://mfa.gov.ge/en/news/241184-haqan-phidani-maka-botchorishvils-saqartvelos-sagareo-saqmeta-ministris-pozitsiaze-danishvnas-ulotsa,Hakan Fidan Congratulates Maka Botchorishvili on her appointment as Minister of Foreign Affairs of Georgia | Ministry of Foreign Affairs of Georgia,2024-12-02,,data/clean/georgia/mfa_georgia/6893f891bb3898367c02a1581e4685895bbe33f6.txt,495.0,2024,12,2024Q4
4d33ba8e241aba817ebd046e9633e9c6c88004ab,mfa_georgia,https://mfa.gov.ge/en/news/241404-evroparlamentma-rusetis-saokupatsio-dzalebis-mier-saqartvelos-moqalaqis-tamaz-ginturis-mkvlelobis-sa,"The European Parliament has adopted a special resolution on the killing of Tamaz Ginturi, a citizen of Georgia, by the Russian occupation forces | Ministry of Foreign Affairs of Georgia",2023-11-23,,data/clean/georgia/mfa_georgia/4d33ba8e241aba817ebd046e9633e9c6c88004ab.txt,1550.0,2023,11,2023Q4
0018be1f1e7de0bb9fcecd3860002eed075f0deb,mfa_georgia,https://mfa.gov.ge/en/news/242637-gaero-s-generalurma-asambleam-aphkhazetidan-saqartvelo-da-tskhinvalis-regionidan-samkhret-osetidan-s,"The UN General Assembly adopted Resolution on the Status of Internally Displaced Persons and Refugees from Abkhazia, Georgia and Tskhinvali Region/South Ossetia, Georgia | Ministry of Foreign Affairs of Georgia",2023-06-08,,data/clean/georgia/mfa_georgia/0018be1f1e7de0bb9fcecd3860002eed075f0deb.txt,2696.0,2023,6,2023Q2
abc0adbe8e4d4bb79c377658b160376b2f5c8c9d,mfa_georgia,https://mfa.gov.ge/en/news/243216-lasha-darsaliam-shekhvedra-gamarta-evropis-sabtchos-venetsiis-komisiis-samdivnos-khelmdzghvaneltan,Lasha Darsalia has held a meeting with the head of the secretariat of the Venice Commission of the Council of Europe | Ministry of Foreign Affairs of Georgia,2023-11-16,,data/clean/georgia/mfa_georgia/abc0adbe8e4d4bb79c377658b160376b2f5c8c9d.txt,817.0,2023,11,2023Q4
